line	subcard	key1	iast	sense_tag	tag_vocabulary	class	column	page	volume	review_status	reviewer	flag
4081	h_a~~h1_03_sec_3	hA	hā	sec_3	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4082	h_a~~h1_04_apa	hA	hā	apa_1_zurückbleiben	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4083	h_a~~h1_04_apa	hA	hā	apa_2_verlassend	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4084	h_a~~h1_04_apa	hA	hā	apa_3_meidend	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4085	h_a~~h1_04_apa	hA	hā	apa_4_ablegend	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4086	h_a~~h1_04_apa	hA	hā	apa_5_befreiend	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4087	h_a~~h1_04_apa	hA	hā	apa_6_hintansetzung	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4088	h_a~~h1_04_apa	hA	hā	apa_7_abgesehen	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4089	h_a~~h1_04_apa	hA	hā	apa_8_ausnahme	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4090	h_a~~h1_04_apa	hA	hā	apa_9_abnehmen	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4091	h_a~~h1_04_apa	hA	hā	apa_10_note	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4092	h_a~~h1_05_vyapa	hA	hā	vyapa_1_verlassen	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4093	h_a~~h1_06_ava	hA	hā	ava_1_verlassen	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4094	h_a~~h1_06_ava	hA	hā	ava_2_aufgeben	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4095	h_a~~h1_06_ava	hA	hā	ava_3_zurückbleiben	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4096	h_a~~h1_06_ava	hA	hā	ava_4_nicht_ziel	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4097	h_a~~h1_06_ava	hA	hā	ava_5_im_stich	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4098	h_a~~h1_06_ava	hA	hā	ava_6_übertroffen	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4099	h_a~~h1_06_ava	hA	hā	ava_7_kausativ	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4100	h_a~~h1_07_vyava	hA	hā	vyava_1_verlassen	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4101	h_a~~h1_08_samava	hA	hā	samava_1_verlassen	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4102	h_a~~h1_09__a	hA	āhā	A_1_scheinbar	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4103	h_a~~h1_10_ap_a	hA	hā	apA_1_verlassend	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4104	h_a~~h1_10_ap_a	hA	hā	apA_2_metrum_note	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4105	h_a~~h1_11_samud	hA	hā	samud_1_note	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4106	h_a~~h1_12_upa	hA	hā	upa_1_abnehmen	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4107	h_a~~h1_13_ni	hA	hā	ni_1_unterliegen	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4108	h_a~~h1_13_ni	hA	hā	ni_2_editorial	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4109	h_a~~h1_14_nis	hA	hā	nis_1_recitation	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4110	h_a~~h1_15_pari	hA	parihā	act.1	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4111	h_a~~h1_15_pari	hA	parihā	act.1.1	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4112	h_a~~h1_15_pari	hA	parihā	act.2	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4113	h_a~~h1_15_pari	hA	parihā	pass.3	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4114	h_a~~h1_15_pari	hA	parihā	pass.3a	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4115	h_a~~h1_15_pari	hA	parihā	pass.3b	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4116	h_a~~h1_15_pari	hA	parihā	pass.3c	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4117	h_a~~h1_15_pari	hA	parihā	pass.3d	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4118	h_a~~h1_15_pari	hA	parihā	pass.3e	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4119	h_a~~h1_15_pari	hA	parihā	pass.3e.alpha	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4120	h_a~~h1_15_pari	hA	parihā	pass.3e.beta	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4121	h_a~~h1_15_pari	hA	parihā	caus	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4122	h_a~~h1_15_pari	hA	parihā	caus.1	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4123	h_a~~h1_15_pari	hA	parihā	caus.2	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4124	h_a~~h1_16_pra	hA	prahā	intro	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4128	h_a~~h1_16_pra	hA	prahā	pass.4	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4129	h_a~~h1_16_pra	hA	prahā	pass.4a	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4130	h_a~~h1_16_pra	hA	prahā	pass.4b	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4131	h_a~~h1_16_pra	hA	prahā	ppp.5	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4132	h_a~~h1_16_pra	hA	prahā	ppp.5a	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4133	h_a~~h1_16_pra	hA	prahā	ppp.5a.alpha	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4134	h_a~~h1_16_pra	hA	prahā	ppp.5a.beta	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4135	h_a~~h1_16_pra	hA	prahā	ppp.5a.gamma	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4136	h_a~~h1_16_pra	hA	prahā	ppp.5b	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4137	h_a~~h1_16_pra	hA	prahā	caus	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4138	h_a~~h1_17_vipra	hA	viprahā	act	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4139	h_a~~h1_17_vipra	hA	viprahā	cross-ref	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4141	h_a~~h1_19_prati	hA	hā	intro	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4149	h_a~~h1_20_vi	hA	vihā	3c	sense-path-like	parent-split	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4150	h_a~~h1_20_vi	hA	vihā	3c-alpha	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4151	h_a~~h1_20_vi	hA	vihā	3c-beta	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4152	h_a~~h1_20_vi	hA	vihā	3c-gamma	free-form-provenance-label	tag-not-a-sense-path	7-1586	7-p0793	7	ai_translated	None	сегментация под вопросом
4157	h_a~~h2_00_pwg00	hA	hā	main	free-form-provenance-label	tag-not-a-sense-path	7-1588	7-p0794	7	ai_translated	None	сегментация под вопросом
4158	han~~h0_00_pwg00	han	han	gram-intro	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4166	han~~h0_00_pwg02	han	han	main	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4167	han~~h0_01_sec_1	han	han	caus-head	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4170	han~~h0_01_sec_1	han	han	caus-tail	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4171	han~~h0_02_sec_2	han	han	desid-head	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4172	han~~h0_02_sec_2	han	han	desid-tail	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4173	han~~h0_03_sec_3	han	han	intens-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4174	han~~h0_03_sec_3	han	han	intens-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4175	han~~h0_03_sec_3	han	han	intens-3	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4176	han~~h0_04_ati	han	han	ati-head	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4178	han~~h0_05_vyati	han	han	vyati-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4179	han~~h0_05_vyati	han	han	vyati-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4180	han~~h0_05_vyati	han	han	vyati-3	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4181	han~~h0_06_anu	han	han	anu-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4182	han~~h0_07_antar	han	han	antar-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4183	han~~h0_07_antar	han	han	antar-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4184	han~~h0_08_apa	han	apahan	prefix-header	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4188	han~~h0_08_apa	han	apahan	cross-ref	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4191	han~~h0_11_a_bi	han	han	prefix-header	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4196	han~~h0_11_a_bi	han	han	4a	sense-path-like	parent-split	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4197	han~~h0_11_a_bi	han	han	4a-alpha	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4198	han~~h0_11_a_bi	han	han	4a-beta	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4199	han~~h0_11_a_bi	han	han	4a-gamma	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4201	han~~h0_11_a_bi	han	han	cross-ref-desid	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4202	han~~h0_12_ava	han	avahan	prefix-header	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4206	han~~h0_12_ava	han	avahan	deriv-cross-ref	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4208	han~~h0_13_a_dyava	han	adhyavahan	cross_ref	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4214	han~~h0_16__a_0	han	āhan	4a	sense-path-like	parent-split	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4224	han~~h0_18_a_by_a	han	abhyāhan	verb	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4225	han~~h0_18_a_by_a	han	abhyāhan	PPP-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4226	han~~h0_18_a_by_a	han	abhyāhan	PPP-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4227	han~~h0_18_a_by_a	han	abhyāhan	note	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4230	han~~h0_21_praty_a	han	pratyāhan	verb	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4231	han~~h0_22_vy_a	han	vyāhan	intro	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4235	han~~h0_22_vy_a	han	vyāhan	4a	sense-path-like	parent-split	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4244	han~~h0_24_sam_a	han	samāhan	cross-ref	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4257	han~~h0_25_ud	han	udhan	cross-ref	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4259	han~~h0_27_samud	han	samudhan	intro	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4267	han~~h0_27_samud	han	samudhan	cross-ref	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4278	han~~h0_28_upa_1	han	upahan	cross-ref	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4307	han~~h0_36_vini	han	vi-ni-han	4a	sense-path-like	parent-split	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4313	han~~h0_38_nis	han	nis-han	caus-note	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4314	han~~h0_38_nis	han	nis-han	caus-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4322	han~~h0_43_par_a	han	parā+han	cross-ref	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4323	han~~h0_44_pari	han	pari+han	intro	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4328	han~~h0_44_pari	han	pari+han	cross-ref	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4330	han~~h0_46_pra	han	pra+han	intro	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4331	han~~h0_46_pra	han	pra+han	addendum	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4350	han~~h0_50_prati_1	han	pratihan	additional	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4364	han~~h0_52_vi_1	han	vihan	additional	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4367	han~~h0_55_pravi	han	han	pravi+han	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4368	han~~h0_56_prativi	han	han	prativi+han	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4369	han~~h0_57_sam_0	han	han	sam+han — 1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4370	han~~h0_57_sam_0	han	han	sam+han — 2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4371	han~~h0_57_sam_0	han	han	sam+han — 3	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4372	han~~h0_57_sam_0	han	han	sam+han — 4	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4373	han~~h0_57_sam_0	han	han	sam+han — 5	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4374	han~~h0_57_sam_0	han	han	sam+han — 6	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4375	han~~h0_57_sam_0	han	han	sam+han — 7a	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4376	han~~h0_57_sam_0	han	han	sam+han — 7b	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4377	han~~h0_57_sam_0	han	han	sam+han — 7c	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4378	han~~h0_57_sam_0	han	han	sam+han — 7d	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4379	han~~h0_57_sam_1	han	han	sam+han (продолжение)	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4380	han~~h0_58_a_bisam	han	han	aBisam+han	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4381	han~~h0_59_pratisam	han	han	pratisam+han	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4382	han~~h0_60_visam	han	han	visam+han	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4383	han~~h0_zz_pw00	han	han	head	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4395	han~~h0_zz_pw00	han	han	12	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4396	han~~h0_zz_pw00	han	han	13	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4397	han~~h0_zz_pw00	han	han	14	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4398	han~~h0_zz_pw00	han	han	14a	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4399	han~~h0_zz_pw00	han	han	14b	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4400	han~~h0_zz_pw00	han	han	14c	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4401	han~~h0_zz_pw00	han	han	14d	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4402	han~~h0_zz_pw00	han	han	14e	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4403	han~~h0_zz_pw00	han	han	14f	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4404	han~~h0_zz_pw00	han	han	14g	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4405	han~~h0_zz_pw00	han	han	14h	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4406	han~~h0_zz_pw00	han	han	14i	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4407	han~~h0_zz_pw00	han	han	14k	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4408	han~~h0_zz_pw00	han	han	14l	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4409	han~~h0_zz_pw00	han	han	14m	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4410	han~~h0_zz_pw00	han	han	14n	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4411	han~~h0_zz_pw00	han	han	14o	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4412	han~~h0_zz_pw00	han	han	14p	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4413	han~~h0_zz_pw00	han	han	14q	sense-path-like	sense-path-unresolved	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4414	han~~h0_zz_pw00	han	han	PPP-form	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4415	han~~h0_zz_pw00	han	han	desiderative	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4416	han~~h0_zz_pw00	han	han	causative	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4417	han~~h0_zz_pw00	han	han	causative-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4418	han~~h0_zz_pw00	han	han	causative-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4419	han~~h0_zz_pw00	han	han	causative-3	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4420	han~~h0_zz_pw00	han	han	causative-4	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4421	han~~h0_zz_pw00	han	han	prefix-anu-head	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4422	han~~h0_zz_pw00	han	han	prefix-anu-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4423	han~~h0_zz_pw00	han	han	prefix-anu-2-head	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4424	han~~h0_zz_pw00	han	han	prefix-anu-2a	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4425	han~~h0_zz_pw00	han	han	prefix-anu-2b	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4426	han~~h0_zz_pw00	han	han	prefix-anu-des	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4427	han~~h0_zz_pw00	han	han	prefix-prati-head	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4428	han~~h0_zz_pw00	han	han	prefix-prati-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4429	han~~h0_zz_pw00	han	han	prefix-prati-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4430	han~~h0_zz_pw00	han	han	prefix-prati-3	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4431	han~~h0_zz_pw00	han	han	prefix-prati-4	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4432	han~~h0_zz_pw00	han	han	prefix-anu2-head	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4433	han~~h0_zz_pw00	han	han	prefix-vi-exc	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4434	han~~h0_zz_pw00	han	han	prefix-apa-head	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4435	han~~h0_zz_pw00	han	han	prefix-apa-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4436	han~~h0_zz_pw00	han	han	prefix-apa-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4437	han~~h0_zz_pw00	han	han	prefix-apa-3	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4438	han~~h0_zz_pw00	han	han	prefix-apa-4-head	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4439	han~~h0_zz_pw00	han	han	prefix-apa-4a	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
