pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
210517	7-295-d	aDaHpuzpikA	adhaḥpuṣpikā	nearform0.82		arkapuzpikA		arkapuzpikA	near-form-needs-eyes	1	sch	0		0	0	123	
210518	7-295-d	aDanavant	adhanavant	nearform0.84		avaDAnavat		avaDAnavat	near-form-needs-eyes	1	sch	0		0	0	74	
210519	7-295-d	aDaray	adharay	stem				aDaraya	covered-by-MW-stem-form	1	sch	0		1	0	43	
210521	7-295-d	aDaralakzman	adharalakṣman	NO-MATCH	A		A:aDararucaka;B:aDarasapatna		confirmed-missing	1	sch	0		0	0	44	
210530	7-295-d	aDarmabahula	adharmabahula	NO-MATCH	A		A:aDarmacaryA		confirmed-missing	1	sch	0		0	0	62	
210531	7-295-d	aDarmaBIru	adharmabhīru	NO-MATCH	C				confirmed-missing	3	cae;ccs;sch	0		0	0	42	
210532	7-295-d	aDarmaSaraRa	adharmaśaraṇa	nearform0.92		aDarmacaraRa		aDarmacaraRa	near-form-needs-eyes	0		0		0	0	72	
210533	7-295-d	aDarmaSAlin	adharmaśālin	nearform0.82		aDarmacArin		aDarmacArin	near-form-needs-eyes	1	sch	0		0	0	65	
210536	7-295-d	aDarzaRIya	adharṣaṇīya	NO-MATCH	A		A:aDarmottaratA;B:aDaScara		confirmed-missing	2	md;sch	0		1	0	59	
210538	7-295-d	aDaScikura	adhaścikura	NO-MATCH	B		B:aDaScara;B:aDas		confirmed-missing	1	sch	0		0	0	42	
210543	7-295-d	aDAtu	adhātu	NO-MATCH	A		A:aDaHsaMveSin;A:aDArAgraha		confirmed-missing	1	sch	0		1	0	84	
210545	7-295-d	aDAryamARa	adhāryamāṇa	nearform0.95		aDArayamARa		aDArayamARa	near-form-needs-eyes	3	fri;sch;stc	0		1	0	42	
210546	7-295-d	aDArzwya	adhārṣṭya	nearform1.00		ADArzwya		ADArzwya	covered-by-fold-twin-flagged	1	sch	0		0	0	40	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210550	7-295-d	aDikaMDaram	adhikaṃdharam	nearform0.91		aDikanDaram		aDikanDaram	near-form-needs-eyes	2	md;sch	0		0	0	43	
210551	7-295-d	aDikamAsaPala	adhikamāsaphala	NO-MATCH	B		B:aDikaraRa		confirmed-missing	2	acc;sch	0		0	0	45	
210557	7-295-d	aDikAravant	adhikāravant	nearform0.95		aDikAravat		aDikAravat	near-form-needs-eyes	1	sch	0		0	0	43	
210558	7-295-d	aDikArasaMpradAya	adhikārasaṃpradāya	NO-MATCH	B		B:aDikAritA		confirmed-missing	1	sch	0		0	0	49	
210566	7-296-a	aDitalpam	adhitalpam	NO-MATCH	A		A:aDijarAyu;B:aDidIDiti		confirmed-missing	3	md;sch;stc	0		0	0	41	
210572	7-296-a	aDinizkramaRotsava	adhiniṣkramaṇotsava	NO-MATCH	A		A:aDinAgam;B:aDipati		confirmed-missing	1	sch	0		0	0	50	
210579	7-296-a	aDimoktavya	adhimoktavya	nearform0.82		aBiyoktavya		aBiyoktavya	near-form-needs-eyes	1	sch	0		0	0	43	
210581	7-296-a	aDirukmamandiragavAkzam	adhirukmamandiragavākṣam	NO-MATCH	A		A:aDirajani;A:aDiruh		confirmed-missing	3	md;sch;stc	0		0	0	55	
210592	7-296-a	aDilavaNgam	adhilavaṅgam	NO-MATCH	A		A:aDilaNkam		confirmed-missing	3	md;sch;stc	0		0	0	43	
210593	7-296-a	aDilIlAgfhaBitti	adhilīlāgṛhabhitti	NO-MATCH	A		A:aDivakzas		confirmed-missing	1	sch	0		0	0	48	
210598	7-296-a	aDivAsanaka	adhivāsanaka	nearform0.82		aDivAsanIya		aDivAsanIya	near-form-needs-eyes	1	sch	0		0	0	63	
210608	7-296-b	aDiSrezWi	adhiśreṣṭhi	NO-MATCH	A		B:aDiSri;A:aDizAdam		confirmed-missing	1	sch	0		0	0	41	
210610	7-296-b	aDizWa	adhiṣṭha	stem				aDizWA	covered-by-MW-stem-form	3	bhs;pwg;sch	0		1	0	38	
210612	7-296-b	aDizWiti	adhiṣṭhiti	stem				aDizWita	covered-by-MW-stem-form	1	sch	0		1	0	40	
210614	7-296-b	aDItapUrva	adhītapūrva	NO-MATCH	A		B:aDistri;A:aDItarasa		confirmed-missing	1	sch	0		0	0	42	
210616	7-296-b	aDImAMsa	adhīmāṃsa	nearform1.00		aDimAMsa		aDimAMsa	covered-by-fold-twin-flagged	1	sch	0		0	0	40	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210617	7-296-b	aDIram	adhīram	stem				aDIrA;aDIra	covered-by-MW-stem-form	2	md;sch	0		0	1	41	
210618	7-296-b	aDIloDakarRa	adhīlodhakarṇa	nearform0.92		aDIlohakarRa		aDIlohakarRa	near-form-needs-eyes	1	sch	0		1	0	48	
210619	7-296-b	aDIlohAkarRI	adhīlohākarṇī	nearform0.92		aDIlohakarRa		aDIlohakarRa	near-form-needs-eyes	1	sch	0		0	0	44	
210620	7-296-b	aDISitar	adhīśitar	nearform0.88		aDiSrita		aDiSrita	near-form-needs-eyes	2	pwg;sch	0		0	0	43	
210623	7-296-b	aDur	adhur	stem				aDura	covered-by-MW-stem-form	2	sch;stc	0		0	0	36	
210624	7-296-b	aDUta	adhūta	nearform1.00		ADUta		ADUta	covered-by-fold-twin-flagged	1	sch	0		0	0	54	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210631	7-296-b	aDobilASfta	adhobilāśṛta	NO-MATCH	A		A:aDobARa;B:aDomuKa		confirmed-missing	1	sch	0		0	0	43	
210633	7-296-b	aDomuKamuKa	adhomukhamukha	NO-MATCH	B		B:aDomuKa;B:aDovarcas		confirmed-missing	1	sch	0		1	0	43	
210635	7-296-b	aDovAma	adhovāma	nearform0.86		aDorAma		aDorAma	near-form-needs-eyes	1	sch	0		0	0	39	
210637	7-296-b	aDohasta	adhohasta	NO-MATCH	A		A:aDovAsas		confirmed-missing	1	sch	0		0	0	40	
210638	7-296-b	aDOta	adhauta	NO-MATCH	B		B:aDyagni		confirmed-missing	5	cae;ccs;md;sch;stc	0		1	0	40	
210642	7-296-b	aDyayanamAtravant	adhyayanamātravant	NO-MATCH	A		A:aDyaDvam		confirmed-missing	1	sch	0		0	0	49	
210643	7-296-b	aDyayanasaMpradAna	adhyayanasaṃpradāna	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	53	
210644	7-296-b	aDyarcikAcAra	adhyarcikācāra	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	45	
210645	7-296-b	aDyarDaguRa	adhyardhaguṇa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	145	
210646	7-296-b	aDyavasitatA	adhyavasitatā	nearform0.83		aDyavasAyita		aDyavasAyita	near-form-needs-eyes	1	sch	0		0	0	44	
210650	7-296-b	aDyAtmopanizad	adhyātmopaniṣad	NO-MATCH	A		A:aDyAcAra		confirmed-missing	2	acc;sch	0		0	0	46	
210651	7-296-c	aDyApin	adhyāpin	nearform0.86		aDyAsin		aDyAsin	near-form-needs-eyes	1	sch	0		1	0	40	
210653	7-296-c	aDyAyitf	adhyāyitṛ	nearform0.82		ArADayitf		ArADayitf	near-form-needs-eyes	1	sch	0		0	0	120	
210655	7-296-c	aDyAvasitavya	adhyāvasitavya	nearform0.80		aDyavasAyita		aDyavasAyita	near-form-needs-eyes	1	sch	0		0	0	96	
210664	7-296-c	aDvagacCant	adhvagacchant	nearform0.95		aDvagacCat		aDvagacCat	near-form-needs-eyes	1	sch	0		0	0	105	
210669	7-296-c	aDvaratva	adhvaratva	nearform0.94		ADAratva		ADAratva	near-form-needs-eyes	1	sch	0		0	0	78	
210670	7-296-c	aDvaraSrOta	adhvaraśrauta	NO-MATCH	A		A:aDvartavya		confirmed-missing	2	acc;sch	0		0	0	43	
210673	7-296-c	aDvasta	adhvasta	nearform1.00		ADvasta		ADvasta	covered-by-fold-twin-flagged	2	sch;stc	0		1	0	39	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210676	7-296-c	anaktASin	anaktāśin	nearform0.89		annakASin		annakASin	near-form-needs-eyes	1	sch	0		0	0	59	
210677	7-296-c	anakzatragaRa	anakṣatragaṇa	NO-MATCH	B		B:anakzasaNgam		confirmed-missing	2	sch;stc	0		0	0	45	
210679	7-296-c	anakzigata	anakṣigata	NO-MATCH	B		B:anakzasaNgam		confirmed-missing	2	sch;stc	0		0	0	42	
210680	7-296-c	anakzRayA	anakṣṇayā	NO-MATCH	B		B:anagna		confirmed-missing	1	sch	0		0	0	41	
210682	7-296-c	anagnaka	anagnaka	nearform0.88		anaNgaka		anaNgaka	near-form-needs-eyes	1	sch	0		0	0	40	
210683	7-296-c	anagnaMBAvuka	anagnaṃbhāvuka	NO-MATCH	B		B:anagni		confirmed-missing	1	sch	0		0	0	48	
210685	7-296-c	anagnisAkzika	anagnisākṣika	NO-MATCH	B		B:anagni		confirmed-missing	1	sch	0		0	0	45	
210686	7-296-c	anagnyuzRa	anagnyuṣṇa	NO-MATCH	B		B:anaNga		confirmed-missing	1	sch	0		0	0	42	
210688	7-296-c	anaNgajayA	anaṅgajayā	NO-MATCH	B		B:anaNga		confirmed-missing	1	sch	0		0	0	42	
210689	7-296-c	anaNgataraMgiRI	anaṅgataraṃgiṇī	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	47	
210690	7-296-d	anaNgatA	anaṅgatā	nearform0.93		anAgata		anAgata	near-form-needs-eyes	1	sch	0		0	0	40	
210691	7-296-d	anaNgatilaka	anaṅgatilaka	nearform0.83		anaNgalatikA		anaNgalatikA	near-form-needs-eyes	2	acc;sch	0		0	0	44	
210692	7-296-d	anaNgadviz	anaṅgadviṣ	NO-MATCH	A		A:anaNgalatikA		confirmed-missing	1	sch	0		0	0	92	
210695	7-296-d	anaNgavatI	anaṅgavatī	NO-MATCH	B		B:anaNgaleKA;B:anaNgaSeKara		confirmed-missing	2	pui;sch	0		1	1	42	
210697	7-296-d	anaNgahIna	anaṅgahīna	NO-MATCH	B		B:anaNgaSeKara		confirmed-missing	1	sch	0		0	0	70	
210698	7-296-d	anaNgIkaraRa	anaṅgīkaraṇa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
210699	7-296-d	anaNgIkurvant	anaṅgīkurvant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	45	
210700	7-296-d	anaNgIkfta	anaṅgīkṛta	NO-MATCH	B		B:anaqutka		confirmed-missing	3	md;sch;stc	0		0	0	45	
210704	7-296-d	anaqvah	anaḍvah	nearform0.93		anaqvAhI		anaqvAhI	near-form-needs-eyes	6	cae;ccs;gra;lan;md;sch	0		0	0	45	
210706	7-296-d	anatigOrava	anatigaurava	NO-MATCH	B		B:anaRu		confirmed-missing	1	sch	0		1	0	43	
210707	7-296-d	anatitrasnu	anatitrasnu	NO-MATCH	A		A:anatidfSna		confirmed-missing	4	ben;md;sch;stc	0		1	0	64	
210709	7-296-d	anatideSa	anatideśa	nearform0.84		anatidfSna		anatidfSna	near-form-needs-eyes	1	sch	0		0	0	41	
210711	7-296-d	anatipAta	anatipāta	nearform0.82		agnipAta		agnipAta	near-form-needs-eyes	1	sch	0		0	0	41	
210712	7-296-d	anatipAtayant	anatipātayant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	45	
210713	7-296-d	anatipAda	anatipāda	nearform0.82		anutpAda		anutpAda	near-form-needs-eyes	1	sch	0		0	0	60	
210714	7-296-d	anatipraRIta	anatipraṇīta	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
210715	7-296-d	anatiprayojana	anatiprayojana	nearform0.81		Atmaprayojana		Atmaprayojana	near-form-needs-eyes	1	sch	0		1	0	46	
210716	7-296-d	anatiprOQa	anatiprauḍha	NO-MATCH	B		B:anatireca		confirmed-missing	5	cae;gst;md;sch;stc	0		1	1	63	
210718	7-296-d	anatilakzita	anatilakṣita	nearform0.92		anaBilakzita		anaBilakzita	near-form-needs-eyes	1	sch	0		0	0	64	
210719	7-296-d	anatilolam	anatilolam	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		0	0	42	
210720	7-296-d	anativalita	anativalita	NO-MATCH	C				confirmed-missing	4	ben;md;sch;stc	0		0	0	43	
210721	7-296-d	anativAdin	anativādin	nearform0.86		aprativAdin		aprativAdin	near-form-needs-eyes	1	sch	0		0	0	46	
210722	7-296-d	anativyakta	anativyakta	nearform0.91		anaBivyakta		anaBivyakta	near-form-needs-eyes	1	sch	0		0	0	66	
210723	7-296-d	anatIcAra	anatīcāra	nearform0.82		antacara		antacara	near-form-needs-eyes	1	sch	0		0	0	41	
210725	7-296-d	anatyArdra	anatyārdra	nearform0.80		antardvAra		antardvAra	near-form-needs-eyes	3	md;sch;stc	0		0	0	42	
210726	7-296-d	anadanIya	anadanīya	nearform0.89		avadAnIya		avadAnIya	near-form-needs-eyes	1	sch	0		0	0	41	
210727	7-296-d	anaDara	anadhara	NO-MATCH	B		B:anaDikArin		confirmed-missing	1	sch	0		0	0	39	
210729	7-296-d	anaDimUrCita	anadhimūrchita	NO-MATCH	B		B:anaDikArin		confirmed-missing	2	bhs;sch	0		0	0	63	
210730	7-296-d	anaDItapUrva	anadhītapūrva	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	64	
210731	7-296-d	anaDItin	anadhītin	NO-MATCH	A		A:anaDIyAna		confirmed-missing	1	sch	0		0	0	40	
210736	7-297-a	anaDyAyaka	anadhyāyaka	nearform0.86		antarDAyaka		antarDAyaka	near-form-needs-eyes	1	sch	0		0	0	81	
210737	7-297-a	ananukampanIya	ananukampanīya	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		0	0	46	
210738	7-297-a	ananukUla	ananukūla	nearform0.82		AnukUlya		AnukUlya	near-form-needs-eyes	3	md;sch;stc	0		0	0	41	
210740	7-297-a	ananugama	ananugama	nearform0.82		anugamya		anugamya	near-form-needs-eyes	2	sch;vcp	0		0	0	41	
210741	7-297-a	ananucara	ananucara	nearform0.82		anuccAra		anuccAra	near-form-needs-eyes	1	sch	0		0	0	41	
210743	7-297-a	ananutApin	ananutāpin	NO-MATCH	B		B:ananujYAta;B:ananuyAja		confirmed-missing	1	sch	0		0	0	63	
210745	7-297-a	ananuvazawkAra	ananuvaṣaṭkāra	NO-MATCH	A		B:ananuyAja;A:ananuvAkya		confirmed-missing	1	sch	0		0	0	46	
210747	7-297-a	ananuSasta	ananuśasta	nearform0.84		anuSastra		anuSastra	near-form-needs-eyes	1	sch	0		0	0	42	
210748	7-297-a	ananuzWAtar	ananuṣṭhātar	nearform0.86		ananuzWAna		ananuzWAna	near-form-needs-eyes	1	sch	0		0	0	43	
210750	7-297-a	ananusarga	ananusarga	nearform0.80		anupasarga		anupasarga	near-form-needs-eyes	1	sch	0		0	0	42	
210751	7-297-a	ananusfta	ananusṛta	nearform0.82		anusmfta		anusmfta	near-form-needs-eyes	1	sch	0		0	0	41	
210755	7-297-a	anantakAya	anantakāya	nearform0.86		ananyakArya		ananyakArya	near-form-needs-eyes	2	pwg;sch	0		0	0	45	
210756	7-297-a	anantakIrti	anantakīrti	nearform0.86		anantariti		anantariti	near-form-needs-eyes	1	sch	0		1	1	43	
210758	7-297-a	anantacCadin	anantacchadin	NO-MATCH	B		B:anantaguRa		confirmed-missing	1	sch	0		0	0	44	
210759	7-297-a	anantaDUpa	anantadhūpa	nearform0.90		anantarUpa		anantarUpa	near-form-needs-eyes	1	sch	0		0	0	62	
210761	7-297-a	anantarAya	anantarāya	stem				anantarAyam	covered-by-MW-stem-form	6	ap;cae;ccs;md;sch;vcp	0		0	0	45	
210762	7-297-a	anantargarBaka	anantargarbhaka	NO-MATCH	B		B:anantavijaya		confirmed-missing	1	sch	0		0	0	97	
210764	7-297-a	anantavratakalpa	anantavratakalpa	NO-MATCH	B		B:anantavijaya		confirmed-missing	2	acc;sch	0		0	0	67	
210765	7-297-a	anantasIra	anantasīra	nearform0.86		anantatIrTa		anantatIrTa	near-form-needs-eyes	1	sch	0		1	0	42	
210766	7-297-a	anantAnubanDaka	anantānubandhaka	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	47	
210767	7-297-a	anantAryadaSaka	anantāryadaśaka	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	47	
210768	7-297-a	anantikasTa	anantikastha	NO-MATCH	C				confirmed-missing	2	md;sch	0		0	0	43	
210769	7-297-a	anantopanizad	anantopaniṣad	nearform0.80		astropanizad		astropanizad	near-form-needs-eyes	2	acc;sch	0		0	0	45	
210771	7-297-a	anannaSradDAjanana	anannaśraddhājanana	NO-MATCH	B		B:anantya;B:ananya		confirmed-missing	1	sch	0		0	0	50	
210775	7-297-a	ananyacetana	ananyacetana	nearform0.87		ananyacetas		ananyacetas	near-form-needs-eyes	1	sch	0		0	0	106	
210778	7-297-b	ananyaTAvAdin	ananyathāvādin	nearform0.88		ananyavandin		ananyavandin	near-form-needs-eyes	1	sch	0		0	0	45	
210779	7-297-b	ananyaTAvftti	ananyathāvṛtti	nearform0.92		anAyattavftti		anAyattavftti	near-form-needs-eyes	2	md;sch	0		0	0	45	
210780	7-297-b	ananyadevata	ananyadevata	nearform0.87		anyadevatya		anyadevatya	near-form-needs-eyes	1	sch	0		0	0	44	
210781	7-297-b	ananyanATa	ananyanātha	nearform0.84		ananyArTa		ananyArTa	near-form-needs-eyes	1	sch	0		0	0	42	
210782	7-297-b	ananyanArIkamanIya	ananyanārīkamanīya	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	50	
210783	7-297-b	ananyanArIsAmAnya	ananyanārīsāmānya	NO-MATCH	C				confirmed-missing	2	ben;sch	0		0	0	84	
210784	7-297-b	ananyapUrvikA	ananyapūrvikā	NO-MATCH	B		B:ananyapratikriya		confirmed-missing	2	ben;sch	0		0	0	45	
210786	7-297-b	ananyapratima	ananyapratima	NO-MATCH	B		B:ananyapratikriya		confirmed-missing	1	sch	0		0	0	45	
210787	7-297-b	ananyaBAj	ananyabhāj	nearform0.84		ananyaBAva		ananyaBAva	near-form-needs-eyes	5	ap;cae;lrv;sch;vcp	0		0	0	77	
210788	7-297-b	ananyarUpa	ananyarūpa	nearform0.90		anantarUpa		anantarUpa	near-form-needs-eyes	1	sch	0		0	0	128	
210789	7-297-b	ananyavAcya	ananyavācya	nearform0.86		ananvavAya		ananvavAya	near-form-needs-eyes	1	sch	0		0	0	43	
210790	7-297-b	ananyaviSrama	ananyaviśrama	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	67	
210791	7-297-b	ananyaSaraRa	ananyaśaraṇa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
210792	7-297-b	ananyaSAsana	ananyaśāsana	NO-MATCH	C				confirmed-missing	2	ap;sch	0		0	0	44	
210793	7-297-b	ananyADIna	ananyādhīna	NO-MATCH	A		A:ananvagBAva		confirmed-missing	1	sch	0		0	0	62	
210795	7-297-b	ananvavasita	ananvavasita	nearform0.83		anaDyavasita		anaDyavasita	near-form-needs-eyes	0		0		0	0	44	
210798	7-297-b	ananvizyant	ananviṣyant	NO-MATCH	B		B:ananvita		confirmed-missing	3	cae;ccs;sch	0		0	0	43	
210799	7-297-b	ananvIkzamARa	ananvīkṣamāṇa	NO-MATCH	B		B:anapakrAmuka		confirmed-missing	1	sch	0		0	0	45	
210802	7-297-b	anapacAyitar	anapacāyitar	nearform0.87		anapacAyitf		anapacAyitf	near-form-needs-eyes	1	sch	0		0	0	101	
210804	7-297-b	anapacCAdayamAna	anapacchādayamāna	NO-MATCH	A		A:anapacAyyamAna;A:anapadozya		confirmed-missing	1	sch	0		0	0	67	
210806	7-297-b	anapayAnt	anapayānt	nearform0.89		anapayati		anapayati	near-form-needs-eyes	2	sch;stc	0		0	0	41	
210807	7-297-b	anaparoDya	anaparodhya	nearform0.90		anavaroDya		anavaroDya	near-form-needs-eyes	1	sch	0		0	0	43	
210808	7-297-b	anapavftta	anapavṛtta	nearform0.90		anupAvftta		anupAvftta	near-form-needs-eyes	1	sch	0		0	0	42	
210809	7-297-b	anapavyant	anapavyant	nearform0.86		anapavyayat		anapavyayat	near-form-needs-eyes	1	sch	0		0	0	68	
210810	7-297-b	anapavyAharant	anapavyāharant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	83	
210811	7-297-b	anapaSabdam	anapaśabdam	NO-MATCH	B		B:anapaspfS		confirmed-missing	3	md;sch;stc	0		0	0	43	
210813	7-297-b	anapahata	anapahata	nearform0.89		anupahata		anupahata	near-form-needs-eyes	1	sch	0		0	0	41	
210815	7-297-b	anapAkfzwa	anapākṛṣṭa	nearform0.80		apakfzwatA		apakfzwatA	near-form-needs-eyes	3	md;sch;stc	0		0	0	42	
210816	7-297-b	anapiDAna	anapidhāna	nearform0.84		aSmApiDAna		aSmApiDAna	near-form-needs-eyes	1	sch	0		0	0	61	
210817	7-297-b	anapisoma	anapisoma	NO-MATCH	A		A:anapuMsaka		confirmed-missing	1	sch	0		0	0	63	
210819	7-297-b	anapUpAkfti	anapūpākṛti	NO-MATCH	A		A:anapuMsaka;A:anapekzamARa		confirmed-missing	1	sch	0		0	0	43	
210821	7-297-b	anaBiKyAtadoza	anabhikhyātadoṣa	NO-MATCH	A		A:anapekzamARa		confirmed-missing	2	md;sch	0		0	0	46	
210822	7-297-c	anaBigamana	anabhigamana	NO-MATCH	C				confirmed-missing	1	sch	0		1	0	43	
210823	7-297-c	anaBigIta	anabhigīta	nearform0.89		anaBigata		anaBigata	near-form-needs-eyes	1	sch	0		0	0	60	
210824	7-297-c	anaBijalpita	anabhijalpita	NO-MATCH	C				confirmed-missing	2	sch;stc	0		1	0	44	
210825	7-297-c	anaBijAta	anabhijāta	nearform0.89		anaBijita		anaBijita	near-form-needs-eyes	3	md;sch;stc	0		1	0	44	
210826	7-297-c	anaBijYAta	anabhijñāta	nearform0.84		anaBijita		anaBijita	near-form-needs-eyes	3	cae;md;sch	0		1	0	45	
210827	7-297-c	anaBijYAna	anabhijñāna	nearform0.80		ABijYAnika		ABijYAnika	near-form-needs-eyes	1	sch	0		0	0	42	
210828	7-297-c	anaBidrugDa	anabhidrugdha	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	106	
210829	7-297-c	anaBiDAvant	anabhidhāvant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	43	
210830	7-297-c	anaBiDUnvant	anabhidhūnvant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
210831	7-297-c	anaBiDfzRuvant	anabhidhṛṣṇuvant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	47	
210832	7-297-c	anaBiDvaMsayant	anabhidhvaṃsayant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	47	
210833	7-297-c	anaBinandant	anabhinandant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
210834	7-297-c	anaBinirvftta	anabhinirvṛtta	nearform0.81		arTABinirvftti		arTABinirvftti	near-form-needs-eyes	2	bhs;sch	0		0	0	66	
210835	7-297-c	anaBipanna	anabhipanna	NO-MATCH	C				confirmed-missing	1	sch	0		1	0	42	
210836	7-297-c	anaBipariharant	anabhipariharant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	47	
210837	7-297-c	anaBiprARant	anabhiprāṇant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
210838	7-297-c	anaBiprIta	anabhiprīta	nearform0.90		anaBipreta		anaBipreta	near-form-needs-eyes	2	md;sch	0		0	0	42	
210840	7-297-c	anaBiBava	anabhibhava	NO-MATCH	B		B:anaBipreta		confirmed-missing	4	sch;shs;vcp;wil	0		0	0	41	
210841	7-297-c	anaBiBAzamARa	anabhibhāṣamāṇa	nearform0.88		aBiBAzyamARa		aBiBAzyamARa	near-form-needs-eyes	1	sch	0		0	0	45	
210843	7-297-c	anaBimAna	anabhimāna	nearform0.95		anaBimlAna		anaBimlAna	near-form-needs-eyes	1	sch	0		0	0	41	
210845	7-297-c	anaBimuKa	anabhimukha	nearform0.82		aBimuKam		aBimuKam	near-form-needs-eyes	2	md;sch	0		0	0	41	
210846	7-297-c	anaBimfta	anabhimṛta	nearform0.89		anaBimata		anaBimata	near-form-needs-eyes	1	sch	0		0	0	42	
210847	7-297-c	anaBiyukta	anabhiyukta	nearform0.86		anaBivyakta		anaBivyakta	near-form-needs-eyes	3	md;sch;stc	0		1	0	45	
210848	7-297-c	anaBirati	anabhirati	NO-MATCH	B		B:anaBirUpa		confirmed-missing	1	sch	0		1	0	68	
210851	7-297-c	anaBilapya	anabhilapya	NO-MATCH	B		B:anaBilakzita		confirmed-missing	2	bhs;sch	0		0	0	42	
210852	7-297-c	anaBiSaNka	anabhiśaṅka	nearform0.84		aBiSaNkya		aBiSaNkya	near-form-needs-eyes	3	md;sch;stc	0		0	0	63	
210853	7-297-c	anaBisaMhita	anabhisaṃhita	nearform0.83		anftasaMhita		anftasaMhita	near-form-needs-eyes	2	sch;vcp	0		1	1	47	
210854	7-297-c	anaBisaMDita	anabhisaṃdhita	nearform0.83		aBisaMDikfta		aBisaMDikfta	near-form-needs-eyes	1	sch	0		1	0	44	
210855	7-297-c	anaBisaMDipUrva	anabhisaṃdhipūrva	nearform0.84		aBisaMDipUrvakam		aBisaMDipUrvakam	near-form-needs-eyes	1	sch	0		0	0	47	
210856	7-297-c	anaBisaMbadDa	anabhisaṃbaddha	nearform0.92		anaBisambanDa		anaBisambanDa	near-form-needs-eyes	1	sch	0		1	0	45	
210857	7-297-c	anaBisaMbudDa	anabhisaṃbuddha	NO-MATCH	C				confirmed-missing	0		0		0	0	129	
210858	7-297-c	anaBisara	anabhisara	nearform0.82		aBisarga		aBisarga	near-form-needs-eyes	2	sch;stc	0		0	0	113	
210859	7-297-c	anaBisnigDa	anabhisnigdha	NO-MATCH	A		A:anaByavacAruka		confirmed-missing	2	sch;stc	0		0	0	43	
210861	7-297-c	anaByAvfttam	anabhyāvṛttam	nearform0.87		anyAyavftta		anyAyavftta	near-form-needs-eyes	1	sch	0		0	0	44	
210862	7-297-c	anaByAhatam	anabhyāhatam	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	43	
210863	7-297-c	anaByudita	anabhyudita	nearform0.80		aByudIrita		aByudIrita	near-form-needs-eyes	2	fri;sch	0		0	0	42	
210865	7-297-c	anamaskAra	anamaskāra	NO-MATCH	A		A:anama		confirmed-missing	2	sch;stc	0		0	0	63	
210866	7-297-c	anaritra	anaritra	nearform0.88		anamitra		anamitra	near-form-needs-eyes	2	sch;stc	0		0	0	40	
210867	7-297-c	anarka	anarka	nearform0.91		anaka		anaka	near-form-needs-eyes	4	pe;pui;pwg;sch	0		0	0	38	
210870	7-297-d	anarcis	anarcis	nearform0.80		anucarci		anucarci	near-form-needs-eyes	1	sch	0		0	0	39	
210871	7-297-d	anarTanA	anarthanā	nearform0.82		aByarTanA		aByarTanA	near-form-needs-eyes	2	sch;stc	0		0	0	40	
210872	7-297-d	anarTamaya	anarthamaya	nearform0.84		antramaya		antramaya	near-form-needs-eyes	1	sch	0		0	0	42	
210874	7-297-d	anarDArDaviBAgaBAj	anardhārdhavibhāgabhāj	NO-MATCH	A		A:anarTAvekza;A:anarman		confirmed-missing	1	sch	0		0	0	50	
210878	7-297-d	anal	anal	stem				anala;analam;anali	covered-by-MW-stem-form	0		0		0	0	36	
210880	7-297-d	analatA	analatā	nearform0.86		anAnata		anAnata	near-form-needs-eyes	1	sch	0		0	0	67	
210882	7-297-d	analIy	analīy	NO-MATCH	A		A:analasaKa		confirmed-missing	0		0		0	0	58	
